instance sat family pattern-v pattern-e target-v target-e
g4-g29 0 2 10 45 100 906
g4-g30 0 2 10 45 100 907
g4-g31 0 2 10 45 100 1000
g4-g32 1 2 10 45 100 4950
g4-g33 0 2 10 45 101 297
g4-g37 0 2 10 45 120 638
g4-g38 0 2 10 45 121 210
g4-g40 1 2 10 45 121 3600
g4-g41 0 2 10 45 128 368
g4-g42 0 2 10 45 128 508
g4-g43 1 2 10 45 128 824
g4-g44 0 2 10 45 128 892
g4-g45 0 2 10 45 128 894
g4-g46 0 2 10 45 128 938
g4-g47 0 2 10 45 128 939
g4-g48 0 2 10 45 128 1000
g4-g49 1 2 10 45 128 1027
g4-g5 0 2 10 45 11 20
g4-g50 1 2 10 45 128 3216
g4-g6 0 2 10 45 19 33
g4-g7 0 2 10 45 20 100
g4-g9 0 2 10 45 37 63
g40-g50 0 2 121 3600 128 3216
g41-g42 0 2 128 368 128 508
g41-g43 0 2 128 368 128 824
g41-g44 0 2 128 368 128 892
g41-g45 0 2 128 368 128 894
g41-g46 0 2 128 368 128 938
g41-g47 0 2 128 368 128 939
g41-g48 0 2 128 368 128 1000
g41-g49 0 2 128 368 128 1027
g41-g50 -1 2 128 368 128 3216
g42-g43 0 2 128 508 128 824
g42-g44 0 2 128 508 128 892
g42-g45 0 2 128 508 128 894
g42-g46 0 2 128 508 128 938
g42-g47 0 2 128 508 128 939
g42-g48 0 2 128 508 128 1000
g42-g49 -1 2 128 508 128 1027
g42-g50 -1 2 128 508 128 3216
g43-g44 0 2 128 824 128 892
g43-g45 0 2 128 824 128 894
g43-g50 -1 2 128 824 128 3216
g44-g45 0 2 128 892 128 894
g44-g50 0 2 128 892 128 3216
g45-g50 0 2 128 894 128 3216
g46-g47 0 2 128 938 128 939
g46-g48 1 2 128 938 128 1000
g46-g50 0 2 128 938 128 3216
g47-g48 0 2 128 939 128 1000
g47-g50 0 2 128 939 128 3216
g48-g50 0 2 128 1000 128 3216
g49-g50 -1 2 128 1027 128 3216
g5-g11 0 2 11 20 42 114
g5-g12 0 2 11 20 48 203
g5-g13 1 2 11 20 49 125
g5-g14 1 2 11 20 50 109
g5-g15 1 2 11 20 50 145
g5-g16 0 2 11 20 53 189
g5-g20 1 2 11 20 64 728
g5-g21 1 2 11 20 64 1848
g5-g22 1 2 11 20 67 224
g5-g23 1 2 11 20 73 283
g5-g25 1 2 11 20 75 114
g5-g26 1 2 11 20 80 254
g5-g27 1 2 11 20 86 400
g5-g28 0 2 11 20 97 92
g5-g29 1 2 11 20 100 906
g5-g30 1 2 11 20 100 907
g5-g31 1 2 11 20 100 1000
g5-g32 1 2 11 20 100 4950
g5-g33 0 2 11 20 101 297
g5-g37 1 2 11 20 120 638
g5-g38 0 2 11 20 121 210
g5-g40 1 2 11 20 121 3600
g5-g41 1 2 11 20 128 368
g5-g42 1 2 11 20 128 508
g5-g43 1 2 11 20 128 824
g5-g44 1 2 11 20 128 892
g5-g45 1 2 11 20 128 894
g5-g46 1 2 11 20 128 938
g5-g47 1 2 11 20 128 939
g5-g48 1 2 11 20 128 1000
g5-g49 1 2 11 20 128 1027
g5-g50 1 2 11 20 128 3216
g5-g6 0 2 11 20 19 33
g5-g7 0 2 11 20 20 100
g6-g11 0 2 19 33 42 114
g6-g12 0 2 19 33 48 203
g6-g13 1 2 19 33 49 125
g6-g14 1 2 19 33 50 109
g6-g15 1 2 19 33 50 145
g6-g16 1 2 19 33 53 189
g6-g20 1 2 19 33 64 728
g6-g21 1 2 19 33 64 1848
g6-g22 0 2 19 33 67 224
g6-g23 1 2 19 33 73 283
g6-g25 1 2 19 33 75 114
g6-g26 1 2 19 33 80 254
g6-g27 1 2 19 33 86 400
g6-g28 0 2 19 33 97 92
g6-g29 1 2 19 33 100 906
g6-g30 1 2 19 33 100 907
g6-g31 1 2 19 33 100 1000
g6-g32 1 2 19 33 100 4950
g6-g33 0 2 19 33 101 297
g6-g37 1 2 19 33 120 638
g6-g38 0 2 19 33 121 210
g6-g40 1 2 19 33 121 3600
g6-g41 0 2 19 33 128 368
g6-g42 0 2 19 33 128 508
g6-g43 1 2 19 33 128 824
g6-g44 1 2 19 33 128 892
g6-g45 1 2 19 33 128 894
g6-g46 1 2 19 33 128 938
g6-g47 1 2 19 33 128 939
g6-g48 1 2 19 33 128 1000
g6-g49 1 2 19 33 128 1027
g6-g50 1 2 19 33 128 3216
g6-g7 0 2 19 33 20 100
g7-g11 0 2 20 100 42 114
g7-g12 0 2 20 100 48 203
g7-g13 0 2 20 100 49 125
g7-g14 0 2 20 100 50 109
g7-g15 0 2 20 100 50 145
g7-g16 0 2 20 100 53 189
g7-g20 0 2 20 100 64 728
g7-g21 1 2 20 100 64 1848
g7-g22 0 2 20 100 67 224
g7-g23 0 2 20 100 73 283
g7-g25 0 2 20 100 75 114
g7-g26 0 2 20 100 80 254
g7-g27 0 2 20 100 86 400
g7-g28 0 2 20 100 97 92
g7-g29 0 2 20 100 100 906
g7-g30 0 2 20 100 100 907
g7-g31 0 2 20 100 100 1000
g7-g32 1 2 20 100 100 4950
g7-g33 0 2 20 100 101 297
g7-g37 0 2 20 100 120 638
g7-g38 1 2 20 100 121 210
g7-g40 1 2 20 100 121 3600
g7-g41 0 2 20 100 128 368
g7-g42 0 2 20 100 128 508
g7-g43 0 2 20 100 128 824
g7-g44 0 2 20 100 128 892
g7-g45 0 2 20 100 128 894
g7-g46 0 2 20 100 128 938
g7-g47 0 2 20 100 128 939
g7-g48 0 2 20 100 128 1000
g7-g49 0 2 20 100 128 1027
g7-g50 1 2 20 100 128 3216
g8-g10 0 2 30 62 41 80
g8-g11 0 2 30 62 42 114
g8-g12 0 2 30 62 48 203
g8-g13 0 2 30 62 49 125
g8-g14 0 2 30 62 50 109
g8-g15 0 2 30 62 50 145
g8-g16 1 2 30 62 53 189
g8-g19 0 2 30 62 64 168
g8-g20 1 2 30 62 64 728
g8-g21 1 2 30 62 64 1848
g8-g22 0 2 30 62 67 224
g8-g23 0 2 30 62 73 283
g8-g25 0 2 30 62 75 114
g8-g26 0 2 30 62 80 254
g8-g27 1 2 30 62 86 400
g8-g28 0 2 30 62 97 92
g8-g29 1 2 30 62 100 906
g8-g30 1 2 30 62 100 907
g8-g31 1 2 30 62 100 1000
g8-g32 1 2 30 62 100 4950
g8-g33 0 2 30 62 101 297
g8-g35 0 2 30 62 120 317
g8-g36 0 2 30 62 120 321
g8-g37 1 2 30 62 120 638
g8-g38 0 2 30 62 121 210
g8-g40 1 2 30 62 121 3600
g8-g41 0 2 30 62 128 368
g8-g42 0 2 30 62 128 508
g8-g43 1 2 30 62 128 824
g8-g44 1 2 30 62 128 892
g8-g45 1 2 30 62 128 894
g8-g46 0 2 30 62 128 938
g8-g47 0 2 30 62 128 939
g8-g48 0 2 30 62 128 1000
g8-g49 1 2 30 62 128 1027
g8-g50 1 2 30 62 128 3216
g8-g9 0 2 30 62 37 63
g9-g10 0 2 37 63 41 80
g9-g11 0 2 37 63 42 114
g9-g12 0 2 37 63 48 203
g9-g13 0 2 37 63 49 125
g9-g14 0 2 37 63 50 109
g9-g15 0 2 37 63 50 145
g9-g16 0 2 37 63 53 189
g9-g20 1 2 37 63 64 728
g9-g21 1 2 37 63 64 1848
g9-g22 0 2 37 63 67 224
g9-g23 1 2 37 63 73 283
g9-g25 0 2 37 63 75 114
g9-g26 1 2 37 63 80 254
g9-g27 1 2 37 63 86 400
g9-g28 0 2 37 63 97 92
g9-g29 0 2 37 63 100 906
g9-g30 0 2 37 63 100 907
g9-g31 0 2 37 63 100 1000
g9-g32 1 2 37 63 100 4950
g9-g33 0 2 37 63 101 297
g9-g37 0 2 37 63 120 638
g9-g38 0 2 37 63 121 210
g9-g40 1 2 37 63 121 3600
g9-g41 0 2 37 63 128 368
g9-g42 0 2 37 63 128 508
g9-g43 1 2 37 63 128 824
g9-g44 0 2 37 63 128 892
g9-g45 0 2 37 63 128 894
g9-g46 0 2 37 63 128 938
g9-g47 0 2 37 63 128 939
g9-g48 0 2 37 63 128 1000
g9-g49 1 2 37 63 128 1027
g9-g50 1 2 37 63 128 3216
images-CVIU11-1-119 0 8 144 197 5376 7926
images-CVIU11-1-131 0 8 144 197 2645 3900
images-CVIU11-1-50 0 8 144 197 5306 7890
images-CVIU11-1-81 0 8 144 197 3455 5055
images-CVIU11-10-110 0 8 124 168 2666 3771
images-CVIU11-10-139 0 8 124 168 2051 3043
images-CVIU11-10-20 0 8 124 168 4682 6880
images-CVIU11-10-50 0 8 124 168 5306 7890
images-CVIU11-10-58 0 8 124 168 2365 3470
images-CVIU11-10-60 0 8 124 168 3476 5075
images-CVIU11-10-93 0 8 124 168 3915 5787
images-CVIU11-11-4 0 8 15 20 4104 5995
images-CVIU11-11-72 0 8 15 20 4314 6331
images-CVIU11-11-8 0 8 15 20 3501 5098
images-CVIU11-12-115 0 8 60 80 3615 5257
images-CVIU11-12-137 0 8 60 80 1765 2605
images-CVIU11-12-141 0 8 60 80 2036 2961
images-CVIU11-12-4 0 8 60 80 4104 5995
images-CVIU11-13-11 0 8 106 152 2362 3389
images-CVIU11-13-118 0 8 106 152 3502 5071
images-CVIU11-13-128 0 8 106 152 4476 6638
images-CVIU11-13-13 0 8 106 152 3947 5741
images-CVIU11-13-30 0 8 106 152 4854 7162
images-CVIU11-13-46 0 8 106 152 3794 5613
images-CVIU11-13-7 0 8 106 152 4754 6974
images-CVIU11-14-106 0 8 151 211 3615 5365
images-CVIU11-14-146 0 8 151 211 4549 6783
images-CVIU11-14-16 0 8 151 211 2185 3098
images-CVIU11-14-31 0 8 151 211 4105 6013
images-CVIU11-14-63 0 8 151 211 4373 6437
images-CVIU11-14-96 0 8 151 211 2944 4280
images-CVIU11-15-146 0 8 19 26 4549 6783
images-CVIU11-16-143 0 8 32 46 2450 3636
images-CVIU11-16-37 0 8 32 46 5352 7953
images-CVIU11-16-55 0 8 32 46 2607 3823
images-CVIU11-17-107 0 8 22 30 3132 4592
images-CVIU11-17-14 0 8 22 30 1845 2642
images-CVIU11-17-82 0 8 22 30 4058 5952
images-CVIU11-18-137 0 8 69 96 1765 2605
images-CVIU11-18-139 0 8 69 96 2051 3043
images-CVIU11-18-27 0 8 69 96 3551 5181
images-CVIU11-18-33 0 8 69 96 5714 8500
images-CVIU11-18-82 0 8 69 96 4058 5952
images-CVIU11-18-85 0 8 69 96 4680 6985
images-CVIU11-19-129 0 8 91 130 1751 2534
images-CVIU11-19-131 0 8 91 130 2645 3900
images-CVIU11-2-24 0 8 108 153 1478 2127
images-CVIU11-2-33 0 8 108 153 5714 8500
images-CVIU11-2-50 0 8 108 153 5306 7890
images-CVIU11-2-54 0 8 108 153 2754 4051
images-CVIU11-2-60 0 8 108 153 3476 5075
images-CVIU11-2-63 0 8 108 153 4373 6437
images-CVIU11-2-79 0 8 108 153 2319 3384
images-CVIU11-20-134 0 8 24 32 3182 4715
images-CVIU11-20-31 0 8 24 32 4105 6013
images-CVIU11-20-46 0 8 24 32 3794 5613
images-CVIU11-20-72 0 8 24 32 4314 6331
images-CVIU11-20-88 0 8 24 32 4497 6539
images-CVIU11-21-102 0 8 146 214 2626 3819
images-CVIU11-21-119 0 8 146 214 5376 7926
images-CVIU11-21-9 0 8 146 214 3426 4973
images-CVIU11-22-100 0 8 117 164 1764 2556
images-CVIU11-22-107 0 8 117 164 3132 4592
images-CVIU11-22-110 0 8 117 164 2666 3771
images-CVIU11-22-118 0 8 117 164 3502 5071
images-CVIU11-22-12 0 8 117 164 3974 5766
images-CVIU11-23-113 0 8 50 71 2877 4146
images-CVIU11-23-143 0 8 50 71 2450 3636
images-CVIU11-23-48 0 8 50 71 2867 4190
images-CVIU11-24-113 0 8 21 28 2877 4146
images-CVIU11-24-49 0 8 21 28 3737 5511
images-CVIU11-24-5 0 8 21 28 5182 7626
images-CVIU11-24-77 0 8 21 28 5732 8471
images-CVIU11-25-139 0 8 81 115 2051 3043
images-CVIU11-25-61 0 8 81 115 4779 7053
images-CVIU11-25-66 0 8 81 115 2657 3909
images-CVIU11-25-70 0 8 81 115 5232 7701
images-CVIU11-25-77 0 8 81 115 5732 8471
images-CVIU11-25-97 0 8 81 115 2930 4282
images-CVIU11-26-106 0 8 70 102 3615 5365
images-CVIU11-26-129 1 8 70 102 1751 2534
images-CVIU11-26-138 0 8 70 102 5530 8220
images-CVIU11-26-15 0 8 70 102 1385 2023
images-CVIU11-26-57 0 8 70 102 5944 8894
images-CVIU11-26-70 0 8 70 102 5232 7701
images-CVIU11-26-71 0 8 70 102 4700 6913
images-CVIU11-26-75 0 8 70 102 5528 8156
images-CVIU11-26-77 0 8 70 102 5732 8471
images-CVIU11-26-78 0 8 70 102 5489 8115
images-CVIU11-27-125 0 8 147 203 4490 6624
images-CVIU11-27-137 0 8 147 203 1765 2605
images-CVIU11-27-144 0 8 147 203 3449 5018
images-CVIU11-27-17 0 8 147 203 4361 6462
images-CVIU11-27-36 0 8 147 203 3115 4554
images-CVIU11-28-130 0 8 81 115 1721 2516
images-CVIU11-28-135 0 8 81 115 2888 4264
images-CVIU11-28-99 0 8 81 115 4377 6445
images-CVIU11-29-107 0 8 22 31 3132 4592
images-CVIU11-29-112 0 8 22 31 2526 3633
images-CVIU11-29-114 0 8 22 31 2124 3095
images-CVIU11-29-116 0 8 22 31 5710 8463
images-CVIU11-29-12 0 8 22 31 3974 5766
images-CVIU11-29-21 0 8 22 31 3875 5671
images-CVIU11-29-3 0 8 22 31 4501 6590
images-CVIU11-29-39 0 8 22 31 3218 4656
images-CVIU11-29-75 0 8 22 31 5528 8156
images-CVIU11-29-76 1 8 22 31 5763 8486
images-CVIU11-29-79 0 8 22 31 2319 3384
images-CVIU11-29-8 0 8 22 31 3501 5098
images-CVIU11-29-82 0 8 22 31 4058 5952
images-CVIU11-3-106 0 8 67 91 3615 5365
images-CVIU11-3-138 0 8 67 91 5530 8220
images-CVIU11-3-37 0 8 67 91 5352 7953
images-CVIU11-3-48 0 8 67 91 2867 4190
images-CVIU11-3-56 0 8 67 91 2308 3374
images-CVIU11-3-74 0 8 67 91 5448 8028
images-CVIU11-30-1 0 8 70 92 4212 6129
images-CVIU11-30-11 0 8 70 92 2362 3389
images-CVIU11-30-115 0 8 70 92 3615 5257
images-CVIU11-30-12 0 8 70 92 3974 5766
images-CVIU11-30-42 0 8 70 92 3834 5635
images-CVIU11-30-66 0 8 70 92 2657 3909
images-CVIU11-31-105 0 8 78 108 4159 6083
images-CVIU11-31-109 0 8 78 108 4342 6316
images-CVIU11-31-26 0 8 78 108 2123 3018
images-CVIU11-31-31 0 8 78 108 4105 6013
images-CVIU11-31-39 0 8 78 108 3218 4656
images-CVIU11-33-109 0 8 34 48 4342 6316
images-CVIU11-33-59 0 8 34 48 4838 7071
images-CVIU11-33-71 0 8 34 48 4700 6913
images-CVIU11-33-86 0 8 34 48 3696 5440
images-CVIU11-33-88 0 8 34 48 4497 6539
images-CVIU11-33-93 0 8 34 48 3915 5787
images-CVIU11-34-106 0 8 23 33 3615 5365
images-CVIU11-34-135 0 8 23 33 2888 4264
images-CVIU11-34-88 0 8 23 33 4497 6539
images-CVIU11-34-9 0 8 23 33 3426 4973
images-CVIU11-35-141 0 8 45 62 2036 2961
images-CVIU11-35-68 0 8 45 62 5540 8167
images-CVIU11-36-11 0 8 96 132 2362 3389
images-CVIU11-36-112 0 8 96 132 2526 3633
images-CVIU11-36-140 0 8 96 132 2299 3371
images-CVIU11-37-140 0 8 104 147 2299 3371
images-CVIU11-37-146 0 8 104 147 4549 6783
images-CVIU11-37-41 0 8 104 147 3632 5242
images-CVIU11-37-54 0 8 104 147 2754 4051
images-CVIU11-37-70 0 8 104 147 5232 7701
images-CVIU11-37-84 0 8 104 147 1072 1541
images-CVIU11-38-1 0 8 126 176 4212 6129
images-CVIU11-38-10 0 8 126 176 3506 5145
images-CVIU11-38-131 0 8 126 176 2645 3900
images-CVIU11-38-23 0 8 126 176 4264 6230
images-CVIU11-38-71 0 8 126 176 4700 6913
images-CVIU11-38-78 0 8 126 176 5489 8115
images-CVIU11-39-107 0 8 147 215 3132 4592
images-CVIU11-39-114 0 8 147 215 2124 3095
images-CVIU11-39-37 0 8 147 215 5352 7953
images-CVIU11-39-68 0 8 147 215 5540 8167
images-CVIU11-39-80 0 8 147 215 2734 4025
images-CVIU11-4-42 0 8 147 201 3834 5635
images-CVIU11-4-50 0 8 147 201 5306 7890
images-CVIU11-40-126 0 8 65 92 1342 1942
images-CVIU11-40-136 0 8 65 92 3109 4618
images-CVIU11-40-139 0 8 65 92 2051 3043
images-CVIU11-40-23 0 8 65 92 4264 6230
images-CVIU11-40-46 0 8 65 92 3794 5613
images-CVIU11-40-8 0 8 65 92 3501 5098
images-CVIU11-41-113 0 8 90 123 2877 4146
images-CVIU11-41-4 0 8 90 123 4104 5995
images-CVIU11-41-86 0 8 90 123 3696 5440
images-CVIU11-41-88 0 8 90 123 4497 6539
images-CVIU11-42-112 0 8 97 136 2526 3633
images-CVIU11-42-122 0 8 97 136 3315 4877
images-CVIU11-42-53 0 8 97 136 2639 3881
images-CVIU11-42-68 0 8 97 136 5540 8167
images-CVIU11-42-78 0 8 97 136 5489 8115
images-CVIU11-42-80 0 8 97 136 2734 4025
images-CVIU11-42-88 0 8 97 136 4497 6539
images-CVIU11-43-112 0 8 89 116 2526 3633
images-CVIU11-43-65 0 8 89 116 3468 5112
images-CVIU11-43-76 0 8 89 116 5763 8486
images-CVIU11-44-119 0 8 145 212 5376 7926
images-CVIU11-44-20 0 8 145 212 4682 6880
images-CVIU11-44-84 0 8 145 212 1072 1541
images-CVIU11-44-98 0 8 145 212 2005 2887
images-CVIU11-5-134 0 8 59 81 3182 4715
images-CVIU11-5-19 0 8 59 81 5916 8741
images-CVIU11-5-62 0 8 59 81 5025 7388
images-CVIU11-6-119 0 8 53 68 5376 7926
images-CVIU11-6-25 0 8 53 68 2778 3946
images-CVIU11-6-58 0 8 53 68 2365 3470
images-CVIU11-7-56 0 8 70 94 2308 3374
images-CVIU11-7-96 0 8 70 94 2944 4280
images-CVIU11-8-120 0 8 90 130 4301 6349
images-CVIU11-8-129 0 8 90 130 1751 2534
images-CVIU11-8-130 0 8 90 130 1721 2516
images-CVIU11-8-20 0 8 90 130 4682 6880
images-CVIU11-8-68 0 8 90 130 5540 8167
images-CVIU11-8-83 0 8 90 130 4293 6284
images-CVIU11-9-110 0 8 148 203 2666 3771
meshes-CVIU11-1-106 0 10 49 136 969 1909
meshes-CVIU11-1-120 0 10 49 136 794 1939
meshes-CVIU11-1-149 0 10 49 136 1439 3945
meshes-CVIU11-1-170 0 10 49 136 938 1692
meshes-CVIU11-1-175 0 10 49 136 286 627
meshes-CVIU11-1-187 0 10 49 136 4034 7065
meshes-CVIU11-1-188 0 10 49 136 1827 4708
meshes-CVIU11-1-20 0 10 49 136 1830 3671
meshes-CVIU11-1-205 0 10 49 136 963 1765
meshes-CVIU11-1-206 0 10 49 136 5357 8560
meshes-CVIU11-1-220 0 10 49 136 300 738
meshes-CVIU11-1-223 0 10 49 136 2431 6300
meshes-CVIU11-1-225 0 10 49 136 3303 6093
meshes-CVIU11-1-250 0 10 49 136 529 1192
meshes-CVIU11-1-278 0 10 49 136 364 468
meshes-CVIU11-1-279 0 10 49 136 600 770
meshes-CVIU11-1-282 0 10 49 136 1816 3020
meshes-CVIU11-1-283 0 10 49 136 4142 9735
meshes-CVIU11-1-294 0 10 49 136 1929 5494
meshes-CVIU11-1-305 0 10 49 136 844 1608
meshes-CVIU11-1-314 0 10 49 136 5183 12682
meshes-CVIU11-1-318 0 10 49 136 4127 12073
meshes-CVIU11-1-34 0 10 49 136 2948 7344
meshes-CVIU11-1-357 0 10 49 136 411 1062
meshes-CVIU11-1-360 0 10 49 136 3302 4822
meshes-CVIU11-1-368 0 10 49 136 2288 3345
meshes-CVIU11-1-37 0 10 49 136 415 972
meshes-CVIU11-1-397 0 10 49 136 2968 5782
meshes-CVIU11-1-410 0 10 49 136 358 694
meshes-CVIU11-1-424 0 10 49 136 2229 4864
meshes-CVIU11-1-431 0 10 49 136 3671 6760
meshes-CVIU11-1-461 0 10 49 136 5613 12239
meshes-CVIU11-1-466 0 10 49 136 282 420
meshes-CVIU11-1-489 0 10 49 136 3790 7777
meshes-CVIU11-1-511 0 10 49 136 3670 8700
meshes-CVIU11-1-63 0 10 49 136 1001 2391
meshes-CVIU11-1-88 0 10 49 136 728 1321
meshes-CVIU11-2-100 0 10 129 381 5008 9888
meshes-CVIU11-2-108 0 10 129 381 1641 2178
meshes-CVIU11-2-11 0 10 129 381 534 1235
meshes-CVIU11-2-121 0 10 129 381 290 719
meshes-CVIU11-2-13 0 10 129 381 1380 3491
meshes-CVIU11-2-137 0 10 129 381 1506 2937
meshes-CVIU11-2-177 0 10 129 381 733 1569
meshes-CVIU11-2-211 0 10 129 381 935 2723
meshes-CVIU11-2-223 0 10 129 381 2431 6300
meshes-CVIU11-2-233 0 10 129 381 1213 3101
meshes-CVIU11-2-245 0 10 129 381 838 1610
meshes-CVIU11-2-246 0 10 129 381 1726 3791
meshes-CVIU11-2-248 0 10 129 381 1247 2739
meshes-CVIU11-2-267 0 10 129 381 2604 6451
meshes-CVIU11-2-3 0 10 129 381 400 1037
meshes-CVIU11-2-300 0 10 129 381 1387 1497
meshes-CVIU11-2-304 0 10 129 381 855 1018
meshes-CVIU11-2-305 0 10 129 381 844 1608
meshes-CVIU11-2-317 0 10 129 381 485 1011
meshes-CVIU11-2-321 0 10 129 381 1809 3093
meshes-CVIU11-2-324 0 10 129 381 847 2406
meshes-CVIU11-2-349 0 10 129 381 759 765
meshes-CVIU11-2-35 0 10 129 381 808 1658
meshes-CVIU11-2-353 0 10 129 381 3436 9539
meshes-CVIU11-2-354 0 10 129 381 843 1207
meshes-CVIU11-2-365 0 10 129 381 935 1880
meshes-CVIU11-2-447 0 10 129 381 3497 9289
meshes-CVIU11-2-449 0 10 129 381 2917 7300
meshes-CVIU11-2-462 0 10 129 381 526 863
meshes-CVIU11-2-484 0 10 129 381 3787 9946
meshes-CVIU11-2-487 0 10 129 381 4278 9552
meshes-CVIU11-2-493 0 10 129 381 1383 2703
meshes-CVIU11-2-503 0 10 129 381 1671 3041
meshes-CVIU11-2-511 0 10 129 381 3670 8700
meshes-CVIU11-2-513 0 10 129 381 1467 1519
meshes-CVIU11-2-52 0 10 129 381 777 1607
meshes-CVIU11-2-54 0 10 129 381 1344 2950
meshes-CVIU11-2-6 0 10 129 381 2040 4585
meshes-CVIU11-2-76 0 10 129 381 3778 8651
meshes-CVIU11-2-80 0 10 129 381 3249 5102
meshes-CVIU11-3-100 0 10 163 289 5008 9888
meshes-CVIU11-3-12 0 10 163 289 216 520
meshes-CVIU11-3-130 0 10 163 289 2512 7061
meshes-CVIU11-3-139 0 10 163 289 5217 13824
meshes-CVIU11-3-147 0 10 163 289 1654 3977
meshes-CVIU11-3-151 0 10 163 289 886 1803
meshes-CVIU11-3-158 1 10 163 289 3944 7982
meshes-CVIU11-3-16 0 10 163 289 1721 3443
meshes-CVIU11-3-17 0 10 163 289 1678 3357
meshes-CVIU11-3-190 0 10 163 289 870 1434
meshes-CVIU11-3-193 0 10 163 289 2478 4592
meshes-CVIU11-3-195 0 10 163 289 2964 5912
meshes-CVIU11-3-213 1 10 163 289 409 1048
meshes-CVIU11-3-218 0 10 163 289 2200 5021
meshes-CVIU11-3-220 0 10 163 289 300 738
meshes-CVIU11-3-23 0 10 163 289 1737 3469
meshes-CVIU11-3-242 1 10 163 289 3195 9431
meshes-CVIU11-3-246 0 10 163 289 1726 3791
meshes-CVIU11-3-251 0 10 163 289 416 1077
meshes-CVIU11-3-289 0 10 163 289 285 563
meshes-CVIU11-3-290 0 10 163 289 262 577
meshes-CVIU11-3-313 1 10 163 289 2559 6349
meshes-CVIU11-3-325 0 10 163 289 284 798
meshes-CVIU11-3-35 0 10 163 289 808 1658
meshes-CVIU11-3-357 0 10 163 289 411 1062
meshes-CVIU11-3-381 0 10 163 289 611 1209
meshes-CVIU11-3-408 0 10 163 289 352 726
meshes-CVIU11-3-431 0 10 163 289 3671 6760
meshes-CVIU11-3-434 1 10 163 289 3773 8706
meshes-CVIU11-3-448 0 10 163 289 2605 6062
meshes-CVIU11-3-45 0 10 163 289 1395 3400
meshes-CVIU11-3-457 0 10 163 289 1347 3077
meshes-CVIU11-3-484 0 10 163 289 3787 9946
meshes-CVIU11-3-501 0 10 163 289 3426 9578
meshes-CVIU11-3-503 0 10 163 289 1671 3041
meshes-CVIU11-3-511 0 10 163 289 3670 8700
meshes-CVIU11-3-512 0 10 163 289 514 1350
meshes-CVIU11-3-513 0 10 163 289 1467 1519
meshes-CVIU11-3-526 0 10 163 289 941 2262
meshes-CVIU11-3-59 0 10 163 289 991 2244
meshes-CVIU11-3-7 0 10 163 289 585 989
meshes-CVIU11-3-97 0 10 163 289 3478 6910
meshes-CVIU11-3-98 0 10 163 289 4389 4737
meshes-CVIU11-4-114 0 10 40 114 1064 2027
meshes-CVIU11-4-129 0 10 40 114 4437 12663
meshes-CVIU11-4-135 0 10 40 114 391 550
meshes-CVIU11-4-166 0 10 40 114 201 451
meshes-CVIU11-4-168 0 10 40 114 1341 2113
meshes-CVIU11-4-206 0 10 40 114 5357 8560
meshes-CVIU11-4-213 0 10 40 114 409 1048
meshes-CVIU11-4-228 0 10 40 114 4233 8560
meshes-CVIU11-4-248 0 10 40 114 1247 2739
meshes-CVIU11-4-268 0 10 40 114 3686 9106
meshes-CVIU11-4-311 0 10 40 114 4127 12073
meshes-CVIU11-4-313 0 10 40 114 2559 6349
meshes-CVIU11-4-325 0 10 40 114 284 798
meshes-CVIU11-4-341 0 10 40 114 527 1083
meshes-CVIU11-4-387 0 10 40 114 1258 2731
meshes-CVIU11-4-441 0 10 40 114 2727 5593
meshes-CVIU11-4-45 0 10 40 114 1395 3400
meshes-CVIU11-4-46 0 10 40 114 869 1738
meshes-CVIU11-4-471 0 10 40 114 3557 7675
meshes-CVIU11-4-487 0 10 40 114 4278 9552
meshes-CVIU11-4-501 0 10 40 114 3426 9578
meshes-CVIU11-4-80 0 10 40 114 3249 5102
meshes-CVIU11-5-102 0 10 82 240 3259 6523
meshes-CVIU11-5-115 0 10 82 240 545 1227
meshes-CVIU11-5-121 0 10 82 240 290 719
meshes-CVIU11-5-147 0 10 82 240 1654 3977
meshes-CVIU11-5-148 0 10 82 240 2409 5480
meshes-CVIU11-5-163 0 10 82 240 1971 5466
meshes-CVIU11-5-182 0 10 82 240 1072 2266
meshes-CVIU11-5-188 0 10 82 240 1827 4708
meshes-CVIU11-5-191 0 10 82 240 4882 10919
meshes-CVIU11-5-200 0 10 82 240 716 1441
meshes-CVIU11-5-212 0 10 82 240 1697 4957
meshes-CVIU11-5-216 0 10 82 240 716 1971
meshes-CVIU11-5-223 0 10 82 240 2431 6300
meshes-CVIU11-5-244 0 10 82 240 2108 3883
meshes-CVIU11-5-283 0 10 82 240 4142 9735
meshes-CVIU11-5-286 0 10 82 240 640 1294
meshes-CVIU11-5-304 0 10 82 240 855 1018
meshes-CVIU11-5-306 0 10 82 240 5254 14215
meshes-CVIU11-5-315 0 10 82 240 415 755
meshes-CVIU11-5-333 0 10 82 240 2087 5098
meshes-CVIU11-5-34 0 10 82 240 2948 7344
meshes-CVIU11-5-36 0 10 82 240 3278 8862
meshes-CVIU11-5-409 0 10 82 240 375 1006
meshes-CVIU11-5-433 0 10 82 240 2098 3790
meshes-CVIU11-5-464 0 10 82 240 4020 9326
meshes-CVIU11-5-468 0 10 82 240 1539 3899
meshes-CVIU11-5-488 0 10 82 240 3472 6623
meshes-CVIU11-5-517 0 10 82 240 5069 12615
meshes-CVIU11-5-59 0 10 82 240 991 2244
